,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
345,Beograd Opština Voždovac Medaković 1 Ristin potok ,47,1.5,PR,3,42500,904,Top,10.02.2021.,Agencija
346,Beograd Opština Voždovac Autokomanda Dobropoljska ,63,2.0,VPR,6,109500,1738,Top,10.02.2021.,Agencija
347,Beograd Opština Zemun Gornji grad Novogradska ,87,3.0,PR,2,139500,1603,Top,10.02.2021.,Agencija
348,Beograd Opština Novi Beograd Blok 63 Gandijeva ,33,1.0,SUT,14,39000,1182,Top,10.02.2021.,Agencija
349,Beograd Opština Čukarica Cerak vinogradi Vinogradski venac ,63,2.0,I,6,91500,1452,Top,10.02.2021.,Agencija
350,Beograd Opština Vračar Gospodara Vučića Anastasa Jovanovića ,30,1.0,I,8,60000,2000,Top,10.02.2021.,Agencija
351,Beograd Opština Novi Beograd Blok 64 Gandijeva ,29,1.5,X,12,54000,1862,Top,10.02.2021.,Agencija
352,Beograd Opština Vračar Kalenić pijaca Novopazarska ,115,3.0,V,6,2900,25,Top,10.02.2021.,Agencija
353,Beograd Opština Vračar Kalenić pijaca Novopazarska ,115,4.0,II,6,315000,2739,Top,10.02.2021.,Agencija
354,Beograd Opština Stari grad Centar Stevana Sremca ,51,2.0,II,5,137500,2696,Top,10.02.2021.,Agencija
355,Beograd Opština Zemun Donji grad Petra Kočića 14 ,8069,3.5,IV,8,159000,1971,Top,10.02.2021.,Investitor
356,Beograd Opština Rakovica Miljakovac Stevana Opačića ,54,2.0,I,5,69000,1278,Top,10.02.2021.,Agencija
357,Beograd Opština Voždovac Autokomanda Vojvode Stepe ,87,3.0,III,7,174000,2000,Top,10.02.2021.,Agencija
358,Beograd Opština Palilula Botanička bašta Bulevar despota Stefana ,70,3.0,IV,10,111500,1593,Top,10.02.2021.,Agencija
359,Beograd Opština Zvezdara Severni bulevar Dragiše Lapčevića ,105,3.0,PR,1,178000,1695,Top,10.02.2021.,Agencija
360,Beograd Opština Čukarica Bele vode Krste Sretenovića ,58,2.5,I,4,74000,1276,Top,10.02.2021.,Agencija
361,Beograd Opština Čukarica Bele vode Leposave Vujošević ,86,3.0,VPR,4,75000,872,Top,10.02.2021.,Agencija
362,Beograd Opština Voždovac Šumice Ustanička ,52,2.5,VPR,4,91000,1750,Top,10.02.2021.,Agencija
363,Beograd Opština Zvezdara Mirijevo Pupinova ,73,2.5,II,3,95000,1301,Top,10.02.2021.,Agencija
364,Beograd Opština Vračar Kalenić pijaca Tomaša Ježa ,99,3.0,I,6,265000,2677,Top,10.02.2021.,Agencija
365,Beograd Opština Savski venac Centar Sarajevska ,54,2.5,IV,10,112000,2074,Top,10.02.2021.,Agencija
366,Beograd Opština Rakovica Vidikovac Slavka Rodića ,70,2.5,PR,3,64900,927,Top,10.02.2021.,Agencija
367,Beograd Opština Palilula Višnjička Banja Višnjički venac ,50,1.0,PR,5,49800,996,Top,10.02.2021.,Agencija
368,Beograd Opština Palilula Tašmajdan Dalmatinska ,91,3.5,I,3,179000,1967,Top,10.02.2021.,Agencija
369,Beograd Opština Čukarica Filmski grad Kneza Višeslava ,76,2.5,III,6,102500,1349,Top,10.02.2021.,Agencija
370,Beograd Opština Zvezdara Lion Ulcinjska ,47,2.0,I,6,95900,2040,Top,10.02.2021.,Agencija
371,Beograd Opština Savski venac Centar Karađorđeva ,95,3.0,I,5,180000,1895,Top,10.02.2021.,Agencija
372,Beograd Opština Zvezdara Konjarnik Milića Rakića ,60,2.5,IX,11,85500,1425,Top,10.02.2021.,Agencija
373,Beograd Opština Čukarica Železnik Radnih akcija ,55,2.0,I,5,53400,971,Top,10.02.2021.,Agencija
374,Beograd Opština Rakovica Miljakovac Stanka Paunovića Veljka ,39,1.5,PR,8,41000,1051,Top,10.02.2021.,Agencija
375,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Marić Ajnštajn ,38,1.5,IV,7,76000,2000,Top,10.02.2021.,Agencija
376,Beograd Opština Rakovica Vidikovac Pilota Mihaila Petrovića ,52,2.0,III,7,82000,1577,Top,10.02.2021.,Agencija
377,Beograd Opština Rakovica Miljakovac Miljakovačke staze ,58,2.0,PR,1,52000,897,Top,10.02.2021.,Agencija
378,Beograd Opština Voždovac Vojvode Vlahovića Vojvode Vlahovića ,49,2.0,III,3,52000,1061,Top,10.02.2021.,Agencija
379,Beograd Opština Rakovica Labudovo brdo Ljubomira Ivkovića Šuce ,92,4.0,III,4,100000,1087,Top,10.02.2021.,Agencija
380,Beograd Opština Palilula Botanička bašta Bulevar despota Stefana ,54,2.0,II,8,108000,2000,Top,10.02.2021.,Agencija
381,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Zorana Đinđića ,38,1.0,PR,6,77000,2026,Top,10.02.2021.,Agencija
382,Beograd Opština Novi Beograd Blok 22 Bulevar Zorana Đinđića ,48,1.5,V,6,116000,2417,Top,10.02.2021.,Agencija
383,Beograd Opština Novi Beograd Blok 22 Bulevar Zorana Đinđića ,74,3.0,II,5,147000,1986,Top,10.02.2021.,Agencija
384,Beograd Opština Voždovac Šumice Vidska ,109,4.0,,,260000,2385,Top,10.02.2021.,Agencija
385,Beograd Opština Vračar Bulevar kralja Aleksandra Resavska ,86,3.0,II,4,280000,3256,Top,10.02.2021.,Agencija
386,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,84,2.5,V,11,137000,1631,Top,10.02.2021.,Agencija
387,Beograd Opština Zvezdara Lion Bulevar kralja Aleksandra ,82,3.0,I,8,145000,1768,Top,10.02.2021.,Agencija
388,Beograd Opština Vračar Crveni krst Nikole Stefanovica ,90,4.0,III,6,165000,1833,Top,10.02.2021.,Agencija
389,Beograd Opština Zvezdara Mirijevo SEVARICE ,38,1.5,PR,4,53200,1400,Top,10.02.2021.,Agencija
390,Beograd Opština Čukarica Cerak vinogradi Vinogradski venac ,75,2.5,II,3,96000,1280,Top,10.02.2021.,Agencija
391,Beograd Opština Novi Beograd Fontana Pariske komune ,35,1.0,VIII,8,61900,1769,Top,10.02.2021.,Agencija
392,Beograd Opština Novi Beograd Ledine ,45,2.0,,,46000,1022,Top,10.02.2021.,Agencija
393,Beograd Opština Palilula Centar Ruzveltova ,24,0.5,PR,4,50000,2083,Top,10.02.2021.,Agencija
394,Beograd Opština Palilula Borča Braće Rajt ,60,2.5,II,3,50000,833,Top,10.02.2021.,Agencija
395,Beograd Opština Voždovac Lekino brdo ,52,2.0,,,128370,2469,Top,10.02.2021.,Agencija
396,Beograd Opština Vračar Bulevar kralja Aleksandra Resavska ,66,3.0,III,3,117500,1780,Top,10.02.2021.,Agencija
397,Beograd Opština Savski venac Dedinje Miloja Đaka ,126,4.0,VPR,3,245000,1944,Top,10.02.2021.,Agencija
398,Beograd Opština Voždovac Lekino brdo Strumička ,46,1.5,IV,4,105000,2283,Top,10.02.2021.,Agencija
399,Beograd Opština Zemun Retenzija Prve Pruge ,42,1.5,II,10,104000,2476,Top,01.02.2021.,Agencija
400,Beograd Opština Zvezdara Kluz ZIVKA DAVIDOVICA ,47,1.5,VPR,6,82250,1750,Top,10.02.2021.,Agencija
401,Beograd Opština Zemun Centar Jovana Subotića ,140,4.5,I,3,252000,1800,Top,10.02.2021.,Agencija
402,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,82,3.0,IX,17,264000,3220,Top,10.02.2021.,Agencija
403,Beograd Opština Vračar Kalenić pijaca Sindjeliceva ,43,1.0,VPR,4,89000,2070,Top,10.02.2021.,Agencija
404,Beograd Opština Čukarica Žarkovo  Prote Milorada Pavlovica  ,61,1.5,,,41500,680,Top,10.02.2021.,Agencija
405,Beograd Opština Vračar Crveni krst Kajmakčalanska ,103,4.0,,,293000,2845,Top,10.02.2021.,Agencija
406,Beograd Opština Voždovac Autokomanda Admirala Vukovica ,30,0.5,IV,5,68200,2273,Top,10.02.2021.,Agencija
407,Beograd Opština Novi Beograd Fontana Narodnih heroja ,53,2.0,VII,9,110000,2075,Top,10.02.2021.,Agencija
408,Beograd Opština Vračar Crveni krst Trajka Stamenkovica  ,38,1.5,VPR,5,87500,2303,Top,10.02.2021.,Agencija
409,Beograd Opština Stari grad Knez Mihailova Cika Ljubina ,105,3.0,V,5,310000,2952,Top,10.02.2021.,Agencija
410,Beograd Opština Vračar Hram svetog Save Patrijarha Varnave ,36,1.5,VPR,3,95000,2639,Top,10.02.2021.,Agencija
411,Beograd Opština Vračar Hram svetog Save Novopazarska ,78,3.0,IV,5,218400,2800,Top,10.02.2021.,Agencija
412,Beograd Opština Vračar Hram svetog Save Novopazarska ,123,4.0,III,5,345000,2805,Top,10.02.2021.,Agencija
413,Beograd Opština Vračar Hram svetog Save Novopazarska ,66,3.0,I,5,184800,2800,Top,10.02.2021.,Agencija
414,Beograd Opština Stari grad Dorćol Kneginje Ljubice ,137,4.5,II,4,397000,2898,Top,10.02.2021.,Agencija
415,Beograd Opština Voždovac Jove Ilića Jove Ilića ,107,4.0,II,4,310000,2897,Top,10.02.2021.,Agencija
416,Beograd Opština Vračar Gospodara Vučića Vojislava Ilića  ,103,3.0,IV,6,260000,2524,Top,10.02.2021.,Agencija
417,Beograd Opština Zvezdara Lion Despota Olivera ,62,2.5,X,15,137000,2210,Top,10.02.2021.,Agencija
418,Beograd Opština Vračar Kalenić pijaca Kataniceva ,58,2.0,III,4,119000,2052,Top,10.02.2021.,Agencija
419,Beograd Opština Savski venac Humska Humska ,53,2.0,,,85000,1604,Top,10.02.2021.,Agencija
420,Beograd Opština Palilula Centar Ruzveltova ,36,2.0,I,3,54900,1525,Top,10.02.2021.,Agencija
421,Beograd Opština Palilula Višnjička Banja Stojana Stoleta Aranđelović ,45,1.5,II,5,55000,1222,Top,10.02.2021.,Agencija
422,Beograd Opština Voždovac Kumodraž Kukuruzova ,24,1.0,SUT,5,28000,1167,Top,10.02.2021.,Agencija
423,Beograd Opština Vračar Bulevar kralja Aleksandra Resavska  ,86,3.0,II,4,280000,3256,Top,10.02.2021.,Agencija
424,Beograd Opština Vračar Pravni fakultet Prote Mateje ,59,2.5,V,6,139000,2356,Top,10.02.2021.,Agencija
425,Beograd Opština Rakovica Labudovo brdo Sretena Mladenovića Mike ,72,3.0,,,65000,903,Top,10.02.2021.,Agencija
426,Beograd Opština Novi Beograd Blok 61 Jurija Gagarina ,71,2.5,V,15,107000,1507,Top,10.02.2021.,Agencija
427,Beograd Opština Stari grad Skupština Kosovska ,104,4.0,I,5,270000,2596,Top,10.02.2021.,Agencija
428,Beograd Opština Novi Beograd Blok 61 Jurija Gagarina ,74,3.0,XVII,19,125000,1689,Top,10.02.2021.,Agencija
429,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Gandijeva ,66,2.0,IV,4,109000,1652,Top,10.02.2021.,Agencija
430,Beograd Opština Vračar Kalenić pijaca Njegoseva ,73,3.0,IV,5,217000,2973,Top,10.02.2021.,Agencija
431,Beograd Opština Vračar Hram svetog Save Internacionalnih brigada ,34,1.5,,,80000,2353,Top,10.02.2021.,Agencija
432,Beograd Opština Rakovica Miljakovac Stevana Opačića ,92,3.0,V,6,82800,900,Top,10.02.2021.,Agencija
433,Beograd Opština Novi Beograd Stari Merkator Aleksinačkih rudara ,50,1.5,,,97900,1958,Top,10.02.2021.,Agencija
434,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,98,3.0,II,5,297000,3031,Top,10.02.2021.,Agencija
435,Beograd Opština Novi Beograd Blok 70a Omladinskih brigada ,61,2.0,I,8,109000,1787,Top,10.02.2021.,Agencija
436,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,59,2.0,VIII,11,94800,1607,Top,08.02.2021.,Agencija
437,Beograd Opština Voždovac Dušanovac Danielova ,52,2.5,I,3,92000,1769,Top,05.02.2021.,Vlasnik
438,Beograd Opština Voždovac Dušanovac Danielova ,76,3.5,III,4,133000,1750,Top,10.02.2021.,Investitor
439,Beograd Opština Voždovac Lekino brdo Jasenička ,65,3.0,II,3,136500,2100,Top,10.02.2021.,Vlasnik
440,Beograd Opština Stari grad Gundulićev venac Gundulićev venac ,31,1.0,I,5,72000,2323,Top,10.02.2021.,Agencija
441,Beograd Opština Novi Beograd Blok 21 Bulevar Mihaila Pupina ,100,4.0,X,17,205000,2050,Top,10.02.2021.,Agencija
442,Beograd Opština Palilula Poštanska štedionica Knez Danila ,57,2.0,PR,4,85000,1491,Top,10.02.2021.,Agencija
443,Beograd Opština Voždovac Kumodraž Kumodraška ,54,2.0,IV,4,63000,1167,Top,10.02.2021.,Agencija
444,Beograd Opština Zvezdara Denkova bašta Križanićeva ,86,3.0,III,6,139000,1616,Top,10.02.2021.,Agencija
445,Beograd Opština Novi Beograd Stari Merkator Otona Župančiča ,29,1.0,PR,8,49000,1690,Top,10.02.2021.,Agencija
446,Beograd Opština Savski venac Kneza Miloša Višegradska ,60,2.0,IV,5,105000,1750,Top,10.02.2021.,Agencija
447,Beograd Opština Novi Beograd Paviljoni Luja Adamica ,50,2.0,II,5,93900,1878,Top,10.02.2021.,Agencija
448,Beograd Opština Palilula Tašmajdan Vladetina ,50,2.0,IV,5,108000,2160,Top,05.02.2021.,Agencija
449,Beograd Opština Voždovac Braće Jerković Dragice Končar ,100,4.0,V,5,94000,940,Top,10.02.2021.,Agencija
450,Beograd Opština Voždovac Lekino brdo Tetovska ,60,2.0,II,3,97000,1617,Top,06.02.2021.,Agencija
451,Beograd Opština Stari grad Dorćol Jevrejska ,110,4.5,VPR,2,219000,1991,Top,04.02.2021.,Agencija
452,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,125,3.0,III,7,358000,2864,Top,10.02.2021.,Agencija
453,Beograd Opština Vračar Kalenić pijaca Mlatisumina ,78,2.5,IV,5,155000,1987,Top,28.01.2021.,Agencija
454,Beograd Opština Stari grad Skupština Kosovska ,104,4.0,II,6,275000,2644,Top,28.01.2021.,Agencija
455,Beograd Opština Palilula Tašmajdan Stanoja Glavasa ,51,2.0,IV,6,177000,3471,Top,02.02.2021.,Agencija
456,Beograd Opština Zvezdara Vukov Spomenik Bulevar Kralja Aleksandra ,42,2.0,V,7,103900,2474,Top,10.02.2021.,Agencija
457,Beograd Opština Novi Beograd Fontana Narodnih heroja ,51,2.5,VIII,9,103000,2020,Top,10.02.2021.,Agencija
458,Beograd Opština Novi Beograd Blok 65 Tadije Sondermajera ,29,0.5,II,9,109900,3790,Top,10.02.2021.,Agencija
459,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,32,1.0,V,6,107000,3344,Top,10.02.2021.,Agencija
460,Beograd Opština Stari grad Skupština Kosovska ,104,3.5,II,6,275000,2644,Top,10.02.2021.,Agencija
461,Beograd Opština Vračar Crveni krst Cara Nikolaja II  ,62,2.0,IV,6,125000,2016,Top,10.02.2021.,Vlasnik
462,Beograd Opština Stari grad Kalemegdan Jevrejska ,110,4.5,I,2,219000,1991,Top,10.02.2021.,Agencija
463,Beograd Opština Palilula Botanička bašta Draže Pavlovića ,114,4.0,IV,4,165000,1447,Top,10.02.2021.,Agencija
464,Beograd Opština Vračar Crveni krst Grčića Milenka ,44,1.0,XIV,17,78000,1773,Top,10.02.2021.,Agencija
465,Beograd Opština Voždovac Vojvode Vlahovića ,28,1.0,,,38500,1375,Top,10.02.2021.,Vlasnik
466,Beograd Opština Novi Beograd Blok 37 Bulevar Milutina Milankovića ,92,3.0,VI,8,147000,1598,Top,04.02.2021.,Agencija
467,Beograd Opština Novi Beograd Stari Merkator Bulevar Mihajla Pupina ,113,5.0,IV,9,219000,1938,Top,04.02.2021.,Agencija
468,Beograd Opština Novi Beograd Hotel Jugoslavija Aleksinačkih rudara ,44,1.0,VPR,9,78000,1773,Top,05.02.2021.,Agencija
469,Beograd Opština Vračar Južni bulevar Braće Radovanovića ,49,2.0,I,3,94000,1918,Top,10.02.2021.,Agencija
470,Beograd Opština Čukarica Cerak vinogradi Kestenova  ,114,4.0,VI,6,184000,1614,Top,10.02.2021.,Agencija
471,Beograd Opština Novi Beograd Blok 64 Gandijeva ,72,3.0,II,4,132000,1833,Top,10.02.2021.,Agencija
472,Beograd Opština Vračar Čubura Šumatovačka ,82,2.5,I,3,213200,2600,Top,10.02.2021.,Agencija
473,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,71,2.5,IV,19,114000,1606,Top,10.02.2021.,Vlasnik
474,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,70,2.5,I,9,118000,1686,Top,10.02.2021.,Agencija
475,Beograd Opština Zemun Centar Gospodska ,120,4.0,II,2,199000,1658,Top,09.02.2021.,Agencija
476,Beograd Opština Zemun Centar Gospodska ,150,4.0,II,2,245000,1633,Top,09.02.2021.,Agencija
477,Beograd Opština Stari grad Centar Majke Jevrosime ,50,2.0,IV,5,140000,2800,Top,10.02.2021.,Agencija
478,Beograd Opština Vračar Kalenić pijaca Novopazarska ,115,4.0,II,6,315000,2739,Top,10.02.2021.,Agencija
479,Beograd Opština Vračar Čubura Vukice Mitrović ,41,1.5,IV,5,120000,2927,Top,10.02.2021.,Agencija
480,Beograd Opština Vračar Kalenić pijaca Golsvordijeva ,50,2.0,I,4,139000,2780,Top,09.02.2021.,Agencija
481,Beograd Opština Vračar Crveni krst Branka Krsmanovica ,60,2.0,II,4,130000,2167,Top,09.02.2021.,Agencija
482,Beograd Opština Stari grad Dorćol Mike Alasa ,76,2.5,VIII,9,139000,1829,Top,09.02.2021.,Agencija
483,Beograd Opština Vračar Pravni fakultet Resavska ,10220,3.0,V,6,230000,2250,Top,09.02.2021.,Agencija
484,Beograd Opština Stari grad Studentski trg Zmaja od Noćaja ,70,2.0,VI,6,183000,2614,Top,09.02.2021.,Agencija
485,Beograd Opština Zvezdara Konjarnik ustanicka ,51,2.0,VI,6,77000,1510,Top,09.02.2021.,Agencija
486,Beograd Opština Palilula Tašmajdan Svetozara Ćorovića ,32,1.5,,,58000,1812,Top,28.01.2021.,Agencija
487,Beograd Opština Vračar Crveni krst Kajmačalanska ,70,3.0,I,5,160000,2286,Top,09.02.2021.,Agencija
488,Beograd Opština Novi Beograd Stari Merkator ,92,3.0,VPR,7,168000,1826,Top,09.02.2021.,Agencija
489,Beograd Opština Savski venac Lisičji potok Pere Velimirovića ,92,3.5,I,5,145000,1576,Top,09.02.2021.,Agencija
490,Beograd Opština Vračar Kalenić pijaca ,35,1.0,III,5,78500,2243,Top,09.02.2021.,Agencija
491,Beograd Opština Palilula Kotež Anke Matić ,39,1.0,VPR,3,39500,1013,Top,09.02.2021.,Agencija
492,Beograd Opština Stari grad 25. maj Bulevar Vojvode Bojovića ,81,3.0,III,7,218727,2700,Top,09.02.2021.,Agencija
493,Beograd Opština Stari grad Dorćol Bulevar Vojvode Bojovića ,46,1.5,V,7,128296,2789,Top,09.02.2021.,Agencija
494,Beograd Opština Stari grad Kalemegdan Bulevar Vojvode Bojovića ,7356,3.0,I,7,198612,2700,Top,09.02.2021.,Agencija
495,Beograd Opština Stari grad Dorćol Bulevar Vojvode Bojovića ,115,4.0,III,7,300534,2613,Top,09.02.2021.,Agencija
496,Beograd Opština Palilula Karaburma Kamčatska ,31,0.5,I,5,47000,1516,Top,09.02.2021.,Agencija
497,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Marić Ajnštajn ,34,1.0,II,6,69900,2056,Top,09.02.2021.,Agencija
498,Beograd Opština Novi Beograd Blok 63 GANDIJEVA ,55,2.0,II,10,98000,1782,Top,09.02.2021.,Agencija
499,Beograd Opština Stari grad Atelje 212 Svetogorska ,107,3.0,V,6,250000,2336,Top,09.02.2021.,Agencija
500,Beograd Opština Novi Beograd Bežanijska kosa 2 Ljubinke Bobic ,90,5.0,III,6,140000,1556,Top,09.02.2021.,Agencija
501,Beograd Opština Novi Beograd Blok 70a Agostina Neta ,66,2.0,IV,7,115000,1742,Top,09.02.2021.,Agencija
502,Beograd Opština Vračar Krunska Hadži Đerina ,71,3.0,III,5,155000,2183,Top,09.02.2021.,Vlasnik
503,Beograd Opština Savski venac Senjak Koste Glavinica ,90,3.0,III,3,130000,1444,Top,09.02.2021.,Agencija
504,Beograd Opština Voždovac Autokomanda Admirala Vukovica ,85,3.0,III,3,154000,1812,Top,09.02.2021.,Agencija
505,Beograd Opština Vračar Čubura ,41,2.0,III,4,102500,2500,Top,09.02.2021.,Agencija
506,Beograd Opština Zvezdara Lion Koste Abraševića ,56,2.0,I,4,121000,2161,Top,09.02.2021.,Agencija
507,Beograd Opština Vračar Crveni krst Branka Krsmanovića ,60,2.0,II,4,130000,2167,Top,09.02.2021.,Agencija
508,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,63,2.5,V,9,97000,1540,Top,09.02.2021.,Agencija
509,Beograd Opština Voždovac Autokomanda Oblakovska ,45,2.0,I,3,88000,1956,Top,09.02.2021.,Agencija
510,Beograd Opština Voždovac Hotel M Kapetana Zavišića ,61,3.0,III,3,150000,2459,Top,03.02.2021.,Agencija
511,Beograd Opština Zvezdara Konjarnik ,82,3.0,III,7,127000,1549,Top,03.02.2021.,Agencija
512,Beograd Opština Novi Beograd Hotel Jugoslavija  Aleksinačkih rudara ,35,1.0,IV,5,88000,2514,Top,04.02.2021.,Agencija
513,Beograd Opština Novi Beograd Blok 62 ,66,2.0,VIII,9,109000,1652,Top,04.02.2021.,Agencija
514,Beograd Opština Vračar Crveni krst Branka Krsmanovića ,60,2.0,II,4,130000,2167,Top,04.02.2021.,Agencija
515,Beograd Opština Zvezdara Vukov Spomenik  Zahumska ,150,3.0,VI,7,298708,1991,Top,04.02.2021.,Agencija
516,Beograd Opština Zvezdara Severni bulevar  Mite Rakića ,35,1.0,I,4,61500,1757,Top,04.02.2021.,Agencija
517,Beograd Opština Voždovac Lekino brdo Tetovska ,54,2.0,II,3,97000,1796,Top,05.02.2021.,Agencija
518,Beograd Opština Palilula 27. marta Vladetina ,50,2.0,IV,5,108000,2160,Top,05.02.2021.,Agencija
519,Beograd Opština Stari grad Centar Takovska ,110,4.5,III,7,215000,1955,Top,09.02.2021.,Agencija
520,Beograd Opština Novi Beograd Blok 61 Dr Ivana Ribara ,76,2.5,II,16,117000,1539,Top,09.02.2021.,Agencija
521,Beograd Opština Zemun Prvomajska Hercegovacka ,66,2.5,I,3,117000,1773,Top,09.02.2021.,Agencija
522,Beograd Opština Stari grad Dorćol Dositejeva ,40,1.5,III,5,122000,3050,Top,09.02.2021.,Agencija
523,Beograd Opština Vračar Čubura Sazonova ,26,1.5,,,67000,2577,Top,09.02.2021.,Agencija
524,Beograd Opština Savski venac Sarajevska ,103,3.5,II,5,205000,1990,Top,09.02.2021.,Agencija
525,Beograd Opština Novi Beograd Blok 67 (Belvil) ,6833,2.0,IX,13,168000,2459,Top,09.02.2021.,Agencija
526,Beograd Opština Stari grad Dorćol Venizelosova ,60,2.5,II,6,172000,2867,Top,09.02.2021.,Agencija
527,Beograd Opština Vračar Čubura Cerska ,92,4.0,IV,4,207000,2250,Top,09.02.2021.,Agencija
528,Beograd Opština Vračar Cvetni trg Misarska ,92,4.0,III,4,228000,2478,Top,09.02.2021.,Agencija
529,Beograd Opština Palilula Tašmajdan Stanoja Glavaša ,51,2.0,IV,6,177000,3471,Top,09.02.2021.,Agencija
530,Beograd Opština Zemun Centar Gaudijeva ,42,1.5,II,3,69500,1655,Top,09.02.2021.,Agencija
531,Beograd Opština Stari grad Kalemegdan TADEUSA KOSCUSKA ,91,4.0,,,210000,2308,Top,09.02.2021.,Agencija
532,Beograd Opština Novi Beograd Blok 70a Dr. Agostina Neta ,59,2.5,,,100000,1695,Top,09.02.2021.,Agencija
533,Beograd Opština Voždovac Voždovačka crkva Jove Ilića ,98,3.5,V,5,120000,1224,Top,09.02.2021.,Agencija
534,Beograd Opština Čukarica Banovo brdo Petra Lubarde ,170,4.0,III,3,133000,782,Top,09.02.2021.,Agencija
535,Beograd Opština Vračar Krunska Krunska  ,110,4.0,PR,2,229000,2082,Top,09.02.2021.,Agencija
536,Beograd Opština Zvezdara Bulevar kralja Aleksandra Djuke Dinic ,49,2.0,VPR,6,100000,2041,Top,09.02.2021.,Agencija
537,Beograd Opština Voždovac Banjica Bulevar oslobođenja ,55,2.0,IV,12,85000,1545,Top,09.02.2021.,Agencija
538,Beograd Opština Čukarica Čukarička padina Obalskih radnika ,41,1.5,IV,6,64500,1573,Top,09.02.2021.,Agencija
539,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,XIII,15,155000,1615,Top,09.02.2021.,Vlasnik
540,Beograd Opština Savski venac Klinički centar Svetozara Markovica ,60,3.0,I,4,125000,2083,Top,09.02.2021.,Agencija
541,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,83,3.0,I,7,225000,2711,Top,09.02.2021.,Agencija
542,Beograd Opština Novi Beograd Stari Merkator Otona Župančiča ,40,2.0,XI,14,92000,2300,Top,31.01.2021.,Agencija
543,Beograd Opština Palilula Karaburma Salvadora Aljendea ,100,2.5,III,4,92000,920,Top,09.02.2021.,Agencija
544,Beograd Opština Zemun Galenika Svetozara Papića ,125,4.0,VII,7,85000,680,Top,09.02.2021.,Agencija
545,Beograd Opština Zvezdara Cvetkova pijaca Paje Jovanovića ,88,4.0,III,3,136400,1550,Top,09.02.2021.,Agencija
546,Beograd Opština Palilula Centar Vladetina ,50,2.0,IV,5,108000,2160,Top,09.02.2021.,Agencija
547,Beograd Opština Zvezdara Lipov lad Bulevar Kralja Aleksandra ,57,2.0,II,8,113000,1982,Top,09.02.2021.,Agencija
548,Beograd Opština Novi Beograd Blok 4 (Politehnička akademija) Pariske komune ,48,1.5,,,99000,2062,Top,09.02.2021.,Agencija
549,Beograd Opština Stari grad Skadarlija Cara Dušana ,31,0.5,V,5,78120,2520,Top,09.02.2021.,Agencija
550,Beograd Opština Zemun Gornji grad Pregrevica ,53,1.5,II,2,123000,2321,Top,09.02.2021.,Agencija
551,Beograd Opština Čukarica Banovo brdo Požeška ,61,2.0,I,12,98000,1607,Top,09.02.2021.,Agencija
552,Beograd Opština Zvezdara Mirijevo Kapetana Miloša Žunjića ,38,1.5,PR,5,39480,1039,Top,29.01.2021.,Agencija
553,Beograd Opština Zvezdara Mirijevo Kapetana Miloša Žunjića ,52,2.5,PR,5,55500,1067,Top,29.01.2021.,Agencija
554,Beograd Opština Zemun Meandri Ugrinovačka ,52,2.5,II,5,93600,1800,Top,29.01.2021.,Agencija
555,Beograd Opština Novi Beograd Bežanijska kosa 1 ,67,2.5,I,2,124000,1851,Top,29.01.2021.,Agencija
556,Beograd Opština Palilula 27. marta ,54,2.0,,,100000,1852,Top,09.02.2021.,Vlasnik
557,Beograd Opština Vračar Crveni krst Cerska ,64,3.0,II,5,128000,2000,Top,29.01.2021.,Agencija
558,Beograd Opština Stari grad Dorćol Dubrovačka ,16,0.5,PR,14,40000,2500,Top,09.02.2021.,Agencija
559,Beograd Opština Stari grad Dorćol Jevrejska ,47,2.0,PR,4,89000,1894,Top,09.02.2021.,Agencija
560,Beograd Opština Stari grad Bajlonijeva pijaca Đorđa Jovanovića ,40,1.5,VPR,1,79000,1975,Top,09.02.2021.,Agencija
561,Beograd Opština Rakovica Kanarevo brdo Vukasovićeva ,58,2.0,IV,4,69500,1198,Top,09.02.2021.,Agencija
562,Beograd Opština Stari grad Kralja Petra Gospodar Jevremova  ,24,0.5,II,5,135000,5625,Top,09.02.2021.,Agencija
563,Beograd Opština Stari grad Dorćol Jevrejska ,47,2.0,PR,3,89000,1894,Top,09.02.2021.,Agencija
564,Beograd Opština Voždovac Banjica Bulevar Oslobođenja ,82,3.0,,,120000,1463,Top,09.02.2021.,Agencija
