,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
784,Beograd Opština Vračar Crveni krst ,122,4.0,VI,8,305000,2500,Top,07.02.2021.,Agencija
785,Beograd Opština Voždovac Centar Borisavljeviceva ,182,5.0,,,382200,2100,Top,07.02.2021.,Agencija
786,Beograd Opština Vračar Crveni krst Grčića Milenka ,44,1.0,XIV,17,80000,1818,Top,07.02.2021.,Vlasnik
787,Beograd Opština Voždovac Banjica Crnotravska ,82,3.0,V,12,105000,1280,Top,07.02.2021.,Agencija
788,Beograd Opština Vračar Južni bulevar  Sime Igumanova ,87,4.0,III,12,147000,1690,Top,07.02.2021.,Agencija
789,Beograd Opština Novi Beograd Blok 19a Bulevar Arsenija Čarnojevića ,96,3.0,I,6,186000,1938,Top,07.02.2021.,Agencija
790,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,67,2.0,II,12,149900,2237,Top,07.02.2021.,Agencija
791,Beograd Opština Novi Beograd Blok 38 Narodnih heroja ,68,2.5,II,4,120000,1765,Top,04.02.2021.,Agencija
792,Beograd Opština Novi Beograd Ledine Novobeogradskih graditelja 23 ,40,1.5,IV,4,39500,988,Top,07.02.2021.,Investitor
793,Beograd Opština Zvezdara Zvezdarska šuma Dragise Lapcevic ,126,4.0,,,302000,2397,Top,07.02.2021.,Vlasnik
794,Beograd Opština Novi Beograd Ledine OPLENAČKA  BR   8-10-12-14 ,4276,1.5,I,2,59800,1399,Top,07.02.2021.,Investitor
795,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,8,115000,1742,Top,06.02.2021.,Agencija
796,Beograd Opština Palilula Karaburma Marijane Gregoran ,34,1.5,PR,5,47900,1409,Top,06.02.2021.,Agencija
797,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,96,3.5,VI,11,150000,1562,Top,06.02.2021.,Agencija
798,Beograd Opština Voždovac Darvinova pošta danila bojovica ,65,2.5,I,3,107000,1646,Top,06.02.2021.,Agencija
799,Beograd Opština Stari grad Kalemegdan Strahinjića Bana ,202,5.0,,,815000,4035,Top,06.02.2021.,Agencija
800,Beograd Opština Stari grad Dorćol  CARA UROSA ,63,2.5,II,4,175000,2778,Top,06.02.2021.,Agencija
801,Beograd Opština Zemun Batajnica Majora Zorana Radosavljevića 73 ,6760,3.0,I,3,81200,1201,Top,06.02.2021.,Vlasnik
802,Beograd Opština Palilula Kotež Kajuhova ,46,1.0,I,2,42000,913,Top,03.02.2021.,Agencija
803,Beograd Opština Zvezdara Lipov lad Trajka Stamenkovica ,40,1.5,VPR,4,87500,2188,Top,06.02.2021.,Agencija
804,Beograd Opština Stari grad Dorćol Mike Alasa ,46,2.0,PR,8,80500,1750,Top,29.01.2021.,Agencija
805,Beograd Opština Zemun Gornji grad Novogradska ,51,2.5,III,4,86700,1700,Top,03.02.2021.,Agencija
806,Beograd Opština Savski venac Centar Sarajevska ,96,3.0,II,5,194900,2030,Top,06.02.2021.,Agencija
807,Beograd Opština Zvezdara Gradska bolnica Varovnička ,46,2.0,,,87400,1900,Top,06.02.2021.,Investitor
808,Beograd Opština Zvezdara Gradska bolnica Varovnička ,61,2.0,,,115900,1900,Top,06.02.2021.,Investitor
809,Beograd Opština Zvezdara Gradska bolnica Varovnička ,3218,1.0,,,61142,1900,Top,06.02.2021.,Investitor
810,Beograd Opština Novi Beograd Dr Ivana Ribara Dr. Ivana Ribara ,57,2.5,IV,8,91900,1612,Top,06.02.2021.,Agencija
811,Beograd Opština Vračar Kalenić pijaca Molerova ,74,3.0,III,4,178000,2405,Top,06.02.2021.,Vlasnik
812,Beograd Opština Novi Beograd Blok 67 (Belvil) Bulevar Crvene Armije ,61,2.0,VII,13,155000,2541,Top,06.02.2021.,Agencija
813,Beograd Opština Palilula Višnjička Banja Despotovačka ,45,2.5,PR,3,37900,842,Top,06.02.2021.,Agencija
814,Beograd Opština Vračar Čubura Cerska ,36,2.0,I,3,88400,2456,Top,06.02.2021.,Agencija
815,Beograd Opština Vračar Južni bulevar Braće Radovanović ,49,2.0,I,3,94000,1918,Top,06.02.2021.,Agencija
816,Beograd Opština Zvezdara Mirijevo Ljube Tadića ,30,1.5,I,3,34500,1150,Top,06.02.2021.,Agencija
817,Beograd Opština Zvezdara Mirijevo Ljube Tadića ,38,2.5,I,3,42700,1124,Top,06.02.2021.,Agencija
818,Beograd Opština Zvezdara Mirijevo Ljube Tadića ,40,1.5,II,3,45900,1148,Top,06.02.2021.,Agencija
819,Beograd Opština Savski venac Beograd na vodi Sarajevska ,55,2.0,III,6,114900,2089,Top,06.02.2021.,Agencija
820,Beograd Opština Voždovac Braće Jerković Braće Jerković ,61,2.0,VII,11,76500,1254,Top,06.02.2021.,Agencija
821,Beograd Opština Vračar Crveni krst Jovana Rajića ,40,2.0,VPR,3,77000,1925,Top,06.02.2021.,Agencija
822,Beograd Opština Novi Beograd Arena ,54,2.0,VII,7,112000,2074,Top,06.02.2021.,Agencija
823,Beograd Opština Voždovac Vitanovačka ,80,4.0,,,259900,3249,Top,06.02.2021.,Agencija
824,Beograd Opština Vračar Gradić Pejton Stojana Protića ,57,2.5,III,4,133000,2333,Top,06.02.2021.,Agencija
825,Beograd Opština Stari grad Atelje 212 Stevana Sremca ,56,2.0,III,5,138000,2464,Top,06.02.2021.,Agencija
826,Beograd Opština Stari grad Centar Stevana Sremca ,43,2.0,II,5,120000,2791,Top,06.02.2021.,Agencija
827,Beograd Opština Zvezdara Lipov lad Bulevar kralja Aleksandra ,56,2.0,I,5,109000,1946,Top,06.02.2021.,Agencija
828,Beograd Opština Zvezdara Vukov Spomenik Ćirila i Metodija ,102,4.0,II,4,210000,2059,Top,05.02.2021.,Agencija
829,Beograd Opština Zvezdara Vukov Spomenik Dalmatinska ,55,1.5,VPR,5,120000,2182,Top,05.02.2021.,Agencija
830,Beograd Opština Rakovica Petlovo brdo Nićifora Ninkovića ,48,1.5,I,1,51000,1062,Top,05.02.2021.,Agencija
831,Beograd Opština Voždovac Braće Jerković ,53,1.5,I,5,69100,1304,Top,05.02.2021.,Agencija
832,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Ajnstajn ,34,1.0,II,6,69900,2056,Top,05.02.2021.,Agencija
833,Beograd Opština Stari grad Dorćol Visokog Stevana ,90,3.0,I,5,169900,1888,Top,05.02.2021.,Agencija
834,Beograd Opština Palilula Hadžipopovac Primorska ,94,4.0,IV,5,180000,1915,Top,05.02.2021.,Agencija
835,Beograd Opština Stari grad Skupština Takovska ,103,4.0,I,5,195000,1893,Top,05.02.2021.,Agencija
836,Beograd Opština Stari grad Skadarlija Venizelosova ,60,3.0,II,6,171000,2850,Top,05.02.2021.,Agencija
837,Beograd Opština Zemun Save Kovačevića Save Burica ,54,3.0,VI,11,79000,1463,Top,05.02.2021.,Agencija
838,Beograd Opština Savski venac Senjak Milovana Glišića ,134,4.0,II,2,220000,1642,Top,05.02.2021.,Agencija
839,Beograd Opština Vračar Čubura Nikolaja Hartviga ,115,4.0,I,3,300000,2609,Top,05.02.2021.,Agencija
840,Beograd Opština Vračar Kalenić pijaca Hadži Đerina ,56,2.0,II,4,141000,2518,Top,05.02.2021.,Agencija
841,Beograd Opština Novi Beograd Blok 70a Omladinskih brigada ,71,2.5,VII,8,124700,1756,Top,05.02.2021.,Agencija
842,Beograd Opština Stari grad Politika Majke Jevrosime ,51,2.0,IV,5,140000,2745,Top,05.02.2021.,Agencija
843,Beograd Opština Voždovac Lekino brdo Debarska ,67,3.0,II,3,160000,2388,Top,27.01.2021.,Agencija
844,Beograd Opština Voždovac Braće Jerković Miloša Svetića ,90,3.5,II,2,110000,1222,Top,01.02.2021.,Agencija
845,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,66,2.0,IV,8,115000,1742,Top,05.02.2021.,Agencija
846,Beograd Opština Novi Beograd Blok 22 Antifašističke borbe ,54,2.0,VII,7,112000,2074,Top,05.02.2021.,Agencija
847,Beograd Opština Čukarica Cerak ,42,1.5,I,3,69000,1643,Top,05.02.2021.,Agencija
848,Beograd Opština Savski venac Dedinje ,183,5.0,III,4,380000,2077,Top,01.02.2021.,Agencija
849,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Jurija Gagarina ,66,2.0,VIII,13,106900,1620,Top,29.01.2021.,Agencija
850,Beograd Opština Vračar Krunska Koče Kapetana ,128,4.0,III,4,333000,2602,Top,05.02.2021.,Agencija
851,Beograd Opština Vračar Hram svetog Save ,100,4.0,III,4,220000,2200,Top,05.02.2021.,Agencija
852,Beograd Opština Vračar Kalenić pijaca Mileševska ,60,2.0,I,4,155000,2583,Top,05.02.2021.,Agencija
853,Beograd Opština Zvezdara Lion Koste Abraševića ,55,2.0,II,5,119900,2180,Top,05.02.2021.,Agencija
854,Beograd Opština Savski venac Centar  ,62,2.0,I,5,130000,2097,Top,05.02.2021.,Agencija
855,Beograd Opština Voždovac Šumice Ljermontova ,77,3.0,XVII,18,120000,1558,Top,05.02.2021.,Agencija
856,Beograd Opština Voždovac Dušanovac Vojvode Skopljanca ,35,1.0,III,3,56000,1600,Top,05.02.2021.,Agencija
857,Beograd Opština Voždovac Dušanovac Vojvode Skopljanca ,43,1.5,II,3,68800,1600,Top,05.02.2021.,Agencija
858,Beograd Opština Zvezdara Lion Radoja Domanovića ,63,2.0,I,8,118000,1873,Top,05.02.2021.,Agencija
859,Beograd Opština Vračar Kalenić pijaca SINDJELICEVA ,28,1.0,II,4,73000,2607,Top,05.02.2021.,Agencija
860,Beograd Opština Novi Beograd Blok 67 (Belvil) Bulevar Crvene Armije ,103,4.0,X,13,284900,2766,Top,27.01.2021.,Agencija
861,Beograd Opština Zvezdara Vukov Spomenik . ,37,2.0,,,57000,1541,Top,27.01.2021.,Agencija
862,Beograd Opština Stari grad Dorćol  Mike Alasa ,46,2.0,,,80500,1750,Top,28.01.2021.,Agencija
863,Beograd Opština Zemun Save Kovačevića Gornjogradska ,43,1.0,VPR,4,65500,1523,Top,29.01.2021.,Agencija
864,Beograd Opština Zemun Centar Novogradska ,51,2.5,III,5,86700,1700,Top,29.01.2021.,Agencija
865,Beograd Opština Stari grad Dorćol Strahinjića Bana ,46,1.5,V,6,149000,3239,Top,04.02.2021.,Agencija
866,Beograd Opština Rakovica Vidikovac Katarine Holecev ,56,2.5,PR,4,65000,1161,Top,05.02.2021.,Agencija
867,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,94,3.0,IV,5,282000,3000,Top,05.02.2021.,Agencija
868,Beograd Opština Zemun Karađorđev trg Prve pruge ,80,2.5,II,4,189000,2362,Top,05.02.2021.,Agencija
869,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,45,1.0,I,5,77000,1711,Top,05.02.2021.,Agencija
870,Beograd Opština Novi Beograd Arena Antifasisticke borbe ,60,2.5,III,7,138500,2308,Top,05.02.2021.,Vlasnik
871,Beograd Opština Vračar Maksima Gorkog Cerska ,95,4.0,I,4,235400,2478,Top,05.02.2021.,Agencija
872,Beograd Opština Zvezdara Vukov Spomenik Banjska ,50,2.0,IV,4,85000,1700,Top,05.02.2021.,Agencija
873,Beograd Opština Voždovac Lekino brdo Tetovska ,54,2.0,II,4,98000,1815,Top,05.02.2021.,Agencija
874,Beograd Opština Zemun Gornji grad Alaska ,48,1.5,VPR,2,83200,1733,Top,05.02.2021.,Agencija
875,Beograd Opština Palilula Višnjička Banja Dragana Lukica 1 ,3885,1.5,I,5,52450,1350,Top,05.02.2021.,Investitor
876,Beograd Opština Zvezdara Bulevar kralja Aleksandra Voje Veljkovića ,68,3.0,IV,6,112200,1650,Top,05.02.2021.,Agencija
877,Beograd Opština Savski venac Dedinje dr. Vojislava Stojanovića 15 ,210,4.0,II,2,420000,2000,Top,05.02.2021.,Vlasnik
878,Beograd Opština Zemun Centar Novogradska ,64,3.0,III,4,89900,1405,Top,05.02.2021.,Agencija
879,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Gandijeva ,95,3.0,I,4,149000,1568,Top,05.02.2021.,Agencija
880,Beograd Opština Zemun Gornji grad Bosanska ,52,2.5,II,2,83000,1596,Top,05.02.2021.,Agencija
881,Beograd Opština Zemun Save Kovačevića Bosanska ,86,4.0,VPR,3,163000,1895,Top,05.02.2021.,Agencija
882,Beograd Opština Novi Beograd Bežanijska kosa 3 Marka Pola ,82,4.0,VI,7,140000,1707,Top,05.02.2021.,Agencija
883,Beograd Opština Rakovica Petlovo brdo Nićifora Ninkovića ,48,1.5,,,51000,1062,Top,05.02.2021.,Agencija
884,Beograd Opština Voždovac Naselje Stepa Stepanović Druge srpske armije ,36,1.5,V,7,74000,2056,Top,05.02.2021.,Agencija
885,Beograd Opština Novi Beograd Blok 64 Omladinskih brigada ,87,3.0,I,6,214455,2465,Top,05.02.2021.,Agencija
886,Beograd Opština Stari grad Trg Republike Dositejeva ,360,5,I,2,950000,2639,Top,05.02.2021.,Agencija
887,Beograd Opština Novi Beograd Blok 70a Dr Agostina Neta ,59,2.0,IV,8,115000,1949,Top,05.02.2021.,Agencija
888,Beograd Opština Palilula Centar Cvijićeva ,50,2.0,II,4,109000,2180,Top,05.02.2021.,Agencija
889,Beograd Opština Zvezdara Učiteljsko naselje Kačićeva ,47,2.5,VI,6,89900,1913,Top,05.02.2021.,Agencija
890,Beograd Opština Zvezdara Bulevar kralja Aleksandra Marka Oreškovića ,48,2.0,I,3,98500,2052,Top,05.02.2021.,Agencija
891,Beograd Opština Zvezdara Mirijevo Vitezova Karađorđeve zvezde ,94,3.5,IV,4,112900,1201,Top,05.02.2021.,Agencija
892,Beograd Opština Vračar Crveni krst Tome Maksimovića ,88,3.0,IV,5,169900,1931,Top,05.02.2021.,Agencija
893,Beograd Opština Novi Beograd Blok 64 Omladinskih brigada ,119,5.0,I,6,285600,2400,Top,05.02.2021.,Agencija
894,Beograd Opština Novi Beograd Blok 64 Omladinskih brigada ,73,3.0,I,6,179945,2465,Top,05.02.2021.,Agencija
895,Beograd Opština Novi Beograd Blok 64 Omladinskih brigada ,56,2.0,III,6,147840,2640,Top,05.02.2021.,Agencija
896,Beograd Opština Zemun Galenika Sestara Strain ,57,2.5,VI,12,83500,1465,Top,04.02.2021.,Agencija
897,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,66,2.0,VIII,9,109000,1652,Top,04.02.2021.,Agencija
898,Beograd Opština Novi Beograd Blok 37 Milutina Milankovica ,90,3.0,III,8,167000,1856,Top,05.02.2021.,Vlasnik
899,Beograd Opština Zemun Galenika Jovana Stojsavljevića ,62,2.5,V,11,79900,1289,Top,05.02.2021.,Agencija
900,Beograd Opština Stari grad Trg Republike ,103,4.0,V,6,210000,2039,Top,05.02.2021.,Agencija
901,Beograd Opština Palilula Botanička bašta Bulevar Despota Stefana ,87,3.0,IV,12,140000,1609,Top,05.02.2021.,Agencija
902,Beograd Opština Novi Beograd Arena Bulevar Arsenija Carnojevica ,92,3.0,V,6,220000,2391,Top,05.02.2021.,Agencija
903,Beograd Opština Palilula Višnjička Banja Stojana Stoleta Arandjelovića ,42,1.0,V,5,53000,1262,Top,04.02.2021.,Agencija
904,Beograd Opština Voždovac Naselje Stepa Stepanović 2. srpske armije ,50,2.0,II,6,99000,1980,Top,04.02.2021.,Agencija
905,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,52,2.0,VII,10,130000,2500,Top,04.02.2021.,Agencija
906,Beograd Opština Zemun Batajnica STEVANA DUBAJIĆA ,46,1.5,III,3,55500,1207,Top,04.02.2021.,Agencija
907,Beograd Opština Novi Beograd Blok 30 (B92) Bulevar Mihajla Pupina ,78,3.0,II,5,185000,2372,Top,04.02.2021.,Agencija
908,Beograd Opština Palilula Botanička bašta Vojvode Dobrnjca ,74,3.5,III,4,159000,2149,Top,04.02.2021.,Agencija
909,Beograd Opština Zvezdara Mirijevo Šejkina ,50,2.0,IV,4,65000,1300,Top,04.02.2021.,Agencija
910,Beograd Opština Palilula Cvijićeva Cvijićeva ,39,2.0,PR,13,75000,1923,Top,04.02.2021.,Agencija
911,Beograd Opština Voždovac Braće Jerković Braće Jerković ,62,2.0,IV,6,77000,1242,Top,04.02.2021.,Agencija
912,Beograd Opština Vračar Kalenić pijaca Požarevačka ,115,3.5,I,4,300000,2609,Top,27.01.2021.,Agencija
913,Beograd Opština Zvezdara Cvetkova pijaca Bulevra kralja Aleksandra ,24,1.5,,,42000,1750,Top,04.02.2021.,Agencija
914,Beograd Opština Vračar Krunska Krunska ,61,3.0,VPR,5,164900,2703,Top,04.02.2021.,Agencija
915,Beograd Opština Zvezdara Lion ,78,3.0,II,4,181500,2327,Top,04.02.2021.,Agencija
916,Beograd Opština Čukarica Čukarička padina Lazarevački drum ,75,3.5,VPR,6,107900,1439,Top,04.02.2021.,Agencija
917,Beograd Opština Stari grad Centar Cetinjska ,81,3.0,I,5,243000,3000,Top,04.02.2021.,Agencija
918,Beograd Opština Zemun Altina Ugrinovački put 25.deo br.6 ,4435,1.5,VPR,4,48785,1100,Top,04.02.2021.,Investitor
919,Beograd Opština Stari grad Skadarlija Francuska ,75,2.5,I,6,165000,2200,Top,04.02.2021.,Agencija
920,Beograd Opština Stari grad Skupština Kosovska ,145,5,,,450000,3103,Top,04.02.2021.,Agencija
921,Beograd Opština Palilula Botanička bašta Draže Pavlovića ,103,4.0,II,2,180000,1748,Top,04.02.2021.,Agencija
922,Beograd Opština Rakovica Stari Košutnjak SRZENTIĆEVA ,49,2.5,III,4,63500,1296,Top,04.02.2021.,Agencija
923,Beograd Opština Zvezdara Učiteljsko naselje Oliverina ,18,0.5,VPR,3,32500,1806,Top,04.02.2021.,Agencija
924,Beograd Opština Voždovac Autokomanda Prešernova ,67,3.0,II,7,120600,1800,Top,04.02.2021.,Agencija
925,Beograd Opština Stari grad Skupština Takovska ,110,4.5,III,7,215000,1955,Top,04.02.2021.,Agencija
926,Beograd Opština Zvezdara Vukov Spomenik Zahumska ,150,3.0,VI,6,298708,1991,Top,04.02.2021.,Agencija
927,Beograd Opština Zvezdara Bulevar kralja Aleksandra Branka Krsmanovića ,60,2.0,II,4,130000,2167,Top,04.02.2021.,Agencija
928,Beograd Opština Savski venac Beograd na vodi Bulevar Vudroa Vilsona  ,53,2.0,IV,21,155500,2934,Top,04.02.2021.,Agencija
929,Beograd Opština Zvezdara Zvezdarska šuma Mite Rakića ,35,1.0,I,3,61500,1757,Top,04.02.2021.,Agencija
930,Beograd Opština Zvezdara Dimitrija Tucovića Marka Oreškovića ,59,2.0,VI,7,125000,2119,Top,04.02.2021.,Agencija
931,Beograd Opština Novi Beograd Blok 45 (TC Enjub) ,51,2.0,II,10,95000,1863,Top,04.02.2021.,Vlasnik
932,Beograd Opština Zvezdara Lion Miloša Zečevića ,44,2.0,IV,4,88000,2000,Top,04.02.2021.,Vlasnik
933,Beograd Opština Novi Beograd Blok 61 Vojvodjanska ,85,3.0,II,4,135500,1594,Top,04.02.2021.,Agencija
934,Beograd Opština Voždovac Lekino brdo Đorđa Kratovca ,36,1.5,I,3,72000,2000,Top,04.02.2021.,Agencija
935,Beograd Opština Zvezdara Lipov lad Bregalnička ,43,2.0,II,6,115000,2674,Top,04.02.2021.,Agencija
936,Beograd Opština Voždovac Kumodraška Kraljevačka ,64,2.5,IV,5,82000,1281,Top,04.02.2021.,Agencija
937,Beograd Opština Zvezdara Mirijevo Meše Selimović ,90,4.0,I,3,83000,922,Top,04.02.2021.,Agencija
938,Beograd Opština Savski venac Dedinje Heroja Milana Tepića ,120,4.0,II,3,330000,2750,Top,04.02.2021.,Agencija
939,Beograd Opština Čukarica Čukarička padina Lazarevački drum ,40,1.0,I,6,62000,1550,Top,04.02.2021.,Agencija
940,Beograd Opština Zvezdara Mirijevo Mirijevski Venac ,4826,1.5,II,8,65000,1347,Top,04.02.2021.,Agencija
941,Beograd Opština Zvezdara Cvetkova pijaca Koste Abraševića ,75,3.0,,,140000,1867,Top,04.02.2021.,Agencija
942,Beograd Opština Vračar Crveni krst ,98,4.0,II,7,245000,2500,Top,04.02.2021.,Agencija
943,Beograd Opština Zvezdara Cvetkova pijaca  Vojvode Bojovića ,63,3.0,VPR,3,105000,1667,Top,04.02.2021.,Agencija
944,Beograd Opština Voždovac Dušanovac Ustanička ,42,1.0,I,11,69000,1643,Top,04.02.2021.,Agencija
945,Beograd Opština Zvezdara Lion Bulevar Kralja Aleksandra ,81,3.5,III,8,157000,1938,Top,04.02.2021.,Agencija
946,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,89,3.0,XVI,30,325000,3652,Top,04.02.2021.,Agencija
947,Beograd Opština Zemun Meandri ZAGORSKA ,58,2.5,IV,5,83000,1431,Top,04.02.2021.,Agencija
948,Beograd Opština Novi Beograd Stari Merkator BULEVAR MIHAILA PUPINA ,38,1.5,III,18,75500,1987,Top,04.02.2021.,Agencija
949,Beograd Opština Zvezdara Mirijevo Ljubiše Miodragovića ,44,2.5,,,47000,1068,Top,04.02.2021.,Agencija
950,Beograd Opština Čukarica Žarkovo Repiška ,49,1.5,PR,8,70000,1429,Top,04.02.2021.,Agencija
951,Beograd Opština Novi Beograd Blok 67 (Belvil) Jurija Gagarina ,102,3.0,III,12,249900,2450,Top,04.02.2021.,Agencija
952,Beograd Opština Čukarica Bele vode Vojislava Lubarde ,45,1.5,I,2,51840,1152,Top,04.02.2021.,Agencija
953,Beograd Opština Novi Beograd Bežanijska kosa 2 Ismeta Mujezinovića ,85,3.5,II,6,127000,1494,Top,04.02.2021.,Agencija
954,Beograd Opština Zvezdara Đeram pijaca Vojvode Brane ,78,3.5,II,5,144500,1853,Top,04.02.2021.,Agencija
955,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,194,5.0,V,5,750000,3866,Top,01.02.2021.,Agencija
956,Beograd Opština Stari grad Dom omladine Makedonska  ,42,2.0,PR,4,105000,2500,Top,04.02.2021.,Agencija
957,Beograd Opština Voždovac Lekino brdo PETROVARADINSKA ,56,2.5,III,4,103000,1839,Top,04.02.2021.,Agencija
958,Beograd Opština Novi Beograd Stari Merkator Otona Župančića ,83,3.0,IV,7,170000,2048,Top,04.02.2021.,Agencija
959,Beograd Opština Novi Beograd Fontana Pariske komune ,60,2.0,VI,15,91000,1517,Top,04.02.2021.,Agencija
960,Beograd Opština Novi Beograd Dr Ivana Ribara Mileve Marić Ajnštajn ,34,1.5,PR,6,68500,2015,Top,04.02.2021.,Agencija
961,Beograd Opština Palilula Višnjička Banja Dragana Lukica 1 ,5092,2.5,I,6,61104,1200,Top,04.02.2021.,Investitor
962,Beograd Opština Palilula Višnjička Banja Dragana Lukica ,51,2.5,II,5,67320,1320,Top,04.02.2021.,Investitor
963,Beograd Opština Čukarica Banovo brdo Zrmanjska ,65,2.0,I,6,138000,2123,Top,04.02.2021.,Agencija
964,Beograd Opština Čukarica Bele vode Leposave Vujošević ,22,0.5,I,2,30000,1364,Top,04.02.2021.,Agencija
965,Beograd Opština Rakovica Petlovo brdo Mrakovička ,48,1.5,VPR,4,58000,1208,Top,04.02.2021.,Agencija
966,Beograd Opština Čukarica Cerak Partizanske vode ,100,4.0,V,6,100000,1000,Top,04.02.2021.,Agencija
967,Beograd Opština Zvezdara Đeram pijaca Marka Oreskovica ,48,2.0,I,4,98500,2052,Top,04.02.2021.,Agencija
968,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,72,2.5,I,7,122500,1701,Top,04.02.2021.,Agencija
969,Beograd Opština Savski venac Dedinje Mihaila Avramovića ,65,3.0,VPR,3,93400,1437,Top,04.02.2021.,Agencija
970,Beograd Opština Vračar Crveni krst Cara Nikolaja II ,59,2.0,IV,6,125000,2119,Top,04.02.2021.,Agencija
971,Beograd Opština Zvezdara Konjarnik Bulevar kralja Aleksandra ,78,2.5,I,6,98000,1256,Top,04.02.2021.,Agencija
972,Beograd Opština Voždovac Autokomanda vojvode stepe ,72,3.0,,,136000,1889,Top,04.02.2021.,Vlasnik
973,Beograd Opština Voždovac FON - Bilećka Bilecka ,70,2.5,II,3,131000,1871,Top,04.02.2021.,Agencija
974,Beograd Opština Novi Beograd Ledine ,39,2.0,VPR,2,46800,1200,Top,04.02.2021.,Agencija
975,Beograd Opština Novi Beograd Blok 28 Bulevar Arsenija Čarnojevića ,57,2.5,X,11,88000,1544,Top,04.02.2021.,Agencija
976,Beograd Opština Palilula Hadžipopovac Hvarska ,50,2.0,III,4,92000,1840,Top,04.02.2021.,Agencija
977,Beograd Opština Palilula Višnjička Banja Višnjički venac ,31,1.5,IV,4,35000,1129,Top,03.02.2021.,Agencija
978,Beograd Opština Zvezdara Mirijevo Davorina Jenka ,75,3.0,III,3,79900,1065,Top,03.02.2021.,Agencija
979,Beograd Opština Voždovac Medaković 3 Borivoja Stevanovića ,60,2.5,VII,7,62500,1042,Top,03.02.2021.,Agencija
980,Beograd Opština Novi Beograd Fontana Pariske komune ,38,1.5,IV,8,69900,1839,Top,03.02.2021.,Agencija
981,Beograd Opština Palilula Profesorska kolonija Albanske spomenice ,23,1.5,PR,3,45000,1957,Top,03.02.2021.,Agencija
982,Beograd Opština Vračar Kalenić pijaca Novopazarska ,83,3.0,I,4,195000,2349,Top,03.02.2021.,Agencija
983,Beograd Opština Čukarica Čukarička padina Obalskih radnika ,70,3.0,VII,7,98000,1400,Top,03.02.2021.,Agencija
984,Beograd Opština Novi Beograd Opština Pariske komune ,75,3.0,VII,8,149000,1987,Top,29.01.2021.,Agencija
985,Beograd Opština Stari grad Dorćol Budimska ,39,1.0,II,4,85000,2179,Top,29.01.2021.,Agencija
986,Beograd Opština Novi Beograd Blok 70a Agodstina Neta ,66,2.0,VII,8,110000,1667,Top,03.02.2021.,Agencija
987,Beograd Opština Zemun Gornji grad Prizrenska ,38,2.0,VPR,2,67000,1763,Top,03.02.2021.,Agencija
988,Beograd Opština Zemun Batajnica  Vojvodjanskih brigada ,52,1.5,III,3,52000,1000,Top,03.02.2021.,Agencija
989,Beograd Opština Stari grad Skupština Kosovska  ,104,3.5,II,6,275000,2644,Top,27.01.2021.,Agencija
990,Beograd Opština Vračar Čubura Šumatovačka ,58,2.5,II,5,129500,2233,Top,03.02.2021.,Agencija
991,Beograd Opština Čukarica Cerak Jablanička ,97,3.5,,,119000,1227,Top,03.02.2021.,Agencija
992,Beograd Opština Zemun Altina Dobanovački put 18 ,57,3.0,III,5,68400,1200,Top,03.02.2021.,Investitor
993,Beograd Opština Čukarica Banovo brdo Požeška ,45,1.5,SUT,4,67500,1500,Top,03.02.2021.,Agencija
994,Beograd Opština Rakovica Centar Mile Dimić ,55,2.0,X,13,66500,1209,Top,03.02.2021.,Agencija
995,Beograd Opština Savski venac Beograd na vodi Metropolitan ,54,2.0,IV,17,154888,2868,Top,03.02.2021.,Agencija
996,Beograd Opština Vračar Hram svetog Save Šumatovačka ,54,2.5,PR,4,115000,2130,Top,03.02.2021.,Agencija
997,Beograd Opština Rakovica Labudovo brdo Ljubomira Ivkovića Šuce ,92,4.0,III,4,92000,1000,Top,03.02.2021.,Agencija
998,Beograd Opština Rakovica Kneževac Ulica 21 Kneževac ,36,2.0,III,3,45000,1250,Top,03.02.2021.,Agencija
999,Beograd Opština Čukarica Cerak Žitomislićka ,89,3.0,III,3,134000,1506,Top,03.02.2021.,Vlasnik
