,Address,Size,Rooms,Floor,Total floors,Price (eur),Price per m2 (eur/m2),Type,Date,Advertiser
4080,Beograd Opština Čukarica Vodovodska Vojislava Lubarde  ,44,2.5,I,1,50700,1152,Standard,11.02.2021.,Agencija
4081,Beograd Opština Čukarica Vodovodska Vojislava Lubarde  ,52,2.5,I,1,59900,1152,Standard,11.02.2021.,Agencija
4082,Beograd Opština Čukarica Čukarička padina Mladena Mitrica ,39,1.5,VII,7,59900,1536,Standard,11.02.2021.,Vlasnik
4083,Beograd Opština Zvezdara Đeram pijaca Vojvode Brane ,134,3.0,VPR,5,170000,1269,Standard,11.02.2021.,Agencija
4084,Beograd Opština Rakovica Petlovo brdo Nićifora Ninkovića ,110,4.0,II,2,75000,682,Standard,11.02.2021.,Agencija
4085,Beograd Opština Voždovac Autokomanda JOVE ILICA ,135,3.5,II,6,243000,1800,Standard,11.02.2021.,Agencija
4086,Beograd Opština Novi Beograd Hotel Jugoslavija Hotel Jugoslavija ,78,2.5,VI,8,197000,2526,Standard,11.02.2021.,Agencija
4087,Beograd Opština Stari grad Skadarlija Djordja Jovanovica ,75,3.0,IV,4,153000,2040,Standard,11.02.2021.,Vlasnik
4088,Beograd Opština Voždovac Medaković 3 Braće Srnić ,90,3.5,VI,7,85000,944,Standard,11.02.2021.,Agencija
4089,Beograd Opština Voždovac Medaković 3 Braće Srnić ,76,3.5,VI,7,85000,1118,Standard,11.02.2021.,Agencija
4090,Beograd Opština Palilula Bogoslovija Sime Šolaje ,57,3.0,I,5,94000,1649,Standard,11.02.2021.,Agencija
4091,Beograd Opština Savski venac Dedinje Humska ,54,2.0,I,4,112000,2074,Standard,11.02.2021.,Agencija
4092,Beograd Opština Voždovac Kumodraž Bulevar Peka Dapčevića ,75,2.5,VPR,4,115000,1533,Standard,11.02.2021.,Agencija
4093,Beograd Opština Voždovac Kumodraž Vojvode Stepe ,44,1.0,I,4,57000,1295,Standard,11.02.2021.,Agencija
4094,Beograd Opština Zvezdara Đeram pijaca Vojvode Savatija ,82,3.0,II,6,172000,2098,Standard,11.02.2021.,Vlasnik
4095,Beograd Opština Voždovac Naselje Stepa Stepanović Kaplara Momčila Gavrića ,81,3.0,II,5,165000,2037,Standard,11.02.2021.,Vlasnik
4096,Beograd Opština Stari grad Dorćol Milorada Gavrilovića ,73,3.0,I,5,218911,2999,Standard,11.02.2021.,Agencija
4097,Beograd Opština Novi Beograd Blok 60 Tošin bunar ,40,1.5,V,7,87000,2175,Standard,31.01.2021.,Agencija
4098,Beograd Opština Stari grad Terazije Majke Jevrosime ,20,1.0,I,5,67000,3350,Standard,11.02.2021.,Agencija
4099,Beograd Opština Vračar Neimar CERSKA  ,55,2.0,I,5,121000,2200,Standard,11.02.2021.,Agencija
4100,Beograd Opština Savski venac Beograd na vodi Bulevar Vudroa Vilsona ,56,2.0,XVI,23,179000,3196,Standard,11.02.2021.,Agencija
4101,Beograd Opština Vračar Crveni krst  ,186,5,VII,7,319900,1720,Standard,11.02.2021.,Agencija
4102,Beograd Opština Vračar Crveni krst  ,78,3.0,VII,7,134160,1720,Standard,11.02.2021.,Agencija
4103,Beograd Opština Vračar Južni bulevar Južni bulevar ,39,2.0,,,39900,1023,Standard,11.02.2021.,Agencija
4104,Beograd Opština Novi Beograd Blok 45 (TC Enjub) Dr.Ivana Ribara ,106,4.0,III,4,172000,1623,Standard,01.02.2021.,Vlasnik
4105,Beograd Opština Vračar Neimar CERSKA ,72,2.5,I,5,158400,2200,Standard,11.02.2021.,Agencija
4106,Beograd Opština Stari grad Cara Dušana Cara Dušana ,99,5,I,5,229000,2313,Standard,11.02.2021.,Agencija
4107,Beograd Opština Voždovac Zaplanjska TVRTKA VELIKOG ,32,2.0,PR,2,34000,1062,Standard,11.02.2021.,Agencija
4108,Beograd Opština Zvezdara Kluz ,6557,3.0,V,5,118000,1800,Standard,11.02.2021.,Agencija
4109,Beograd Opština Stari grad Centar Budimska ,47,2.0,I,6,136000,2894,Standard,11.02.2021.,Agencija
4110,Beograd Opština Stari grad Dorćol Vojvode Dobrnjca ,127,4.0,I,1,265000,2087,Standard,11.02.2021.,Agencija
4111,Beograd Opština Novi Beograd Blok 61 Dr Ivana Ribara ,75,2.5,VIII,10,114000,1520,Standard,11.02.2021.,Agencija
4112,Beograd Opština Zvezdara Mirijevo Matice srpske ,59,2.0,III,9,70000,1186,Standard,19.01.2021.,Agencija
4113,Beograd Opština Palilula Višnjička Banja Stoleta Arandjelovića ,86,4.0,II,3,81000,942,Standard,11.02.2021.,Agencija
4114,Beograd Opština Vračar Hram svetog Save Sumatovacka ,85,4.0,II,3,190000,2235,Standard,30.01.2021.,Agencija
4115,Beograd Opština Voždovac Lekino brdo Lazara Tasića ,111,3.0,III,4,224000,2018,Standard,11.02.2021.,Agencija
4116,Beograd Opština Palilula Višnjička Banja Slanački put ,53,1.5,PR,5,38000,717,Standard,11.02.2021.,Agencija
4117,Beograd Opština Palilula Centar Bulevar despota Stefana ,85,3.5,VII,8,135000,1588,Standard,11.02.2021.,Agencija
4118,Beograd Opština Savski venac Senjak Senjačka ,122,3.5,II,2,263000,2156,Standard,22.01.2021.,Agencija
4119,Beograd Opština Vračar Čubura Vardarska ,42,1.5,II,4,100000,2381,Standard,22.01.2021.,Agencija
4120,Beograd Opština Palilula Karaburma Garsije Lorke ,63,2.5,VPR,2,69000,1095,Standard,22.01.2021.,Agencija
4121,Beograd Opština Novi Beograd Blok 63 Gandijeva ,94,3.0,X,10,105000,1117,Standard,22.01.2021.,Agencija
4122,Beograd Opština Stari grad Trg Republike Kolarčeva ,30,0.5,X,10,105000,3500,Standard,22.01.2021.,Agencija
4123,Beograd Opština Novi Beograd Blok 19a Bulevar Arsenija Čarnojevića ,116,4.0,VPR,6,134900,1163,Standard,22.01.2021.,Agencija
4124,Beograd Opština Novi Beograd Blok 65 Omladinskih brigada ,32,1.0,VI,7,107000,3344,Standard,22.01.2021.,Agencija
4125,Beograd Opština Vračar Južni bulevar Braće Radovanović ,75,4.0,III,3,140000,1867,Standard,22.01.2021.,Agencija
4126,Beograd Opština Stari grad Dorćol Strahinjića Bana ,46,2.0,VPR,4,107000,2326,Standard,25.01.2021.,Agencija
4127,Beograd Opština Voždovac Braće Jerković Braće Jerković ,61,2.0,III,5,89000,1459,Standard,22.01.2021.,Agencija
4128,Beograd Opština Voždovac Autokomanda Borisavljevićeva ,73,4.0,I,3,173800,2381,Standard,22.01.2021.,Agencija
4129,Beograd Opština Voždovac Kumodraž Vojvode Stepe ,68,2.5,III,4,92000,1353,Standard,25.01.2021.,Agencija
4130,Beograd Opština Zvezdara Severni bulevar Milete Jakšića ,140,5.0,II,3,235000,1679,Standard,22.01.2021.,Agencija
4131,Beograd Opština Stari grad Dorćol Mike Alasa ,83,3.0,III,8,178000,2145,Standard,22.01.2021.,Agencija
4132,Beograd Opština Zemun Altina Ugrinovački put 19. deo ,40,1.5,PR,4,42000,1050,Standard,25.01.2021.,Agencija
4133,Beograd Opština Novi Beograd Blok 70a Omladinskih brigada ,108,4.0,III,8,194900,1805,Standard,22.01.2021.,Agencija
4134,Beograd Opština Novi Beograd Blok 62 Jurija Gagarina ,55,2.5,XIII,14,86000,1564,Standard,22.01.2021.,Agencija
4135,Beograd Opština Rakovica Centar Rujica ,63,2.0,I,3,55000,873,Standard,22.01.2021.,Agencija
4136,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,48,1.5,VIII,11,87000,1812,Standard,22.01.2021.,Agencija
4137,Beograd Opština Stari grad Obilićev venac Obilićev venac ,84,3.0,VPR,5,250000,2976,Standard,22.01.2021.,Agencija
4138,Beograd Opština Čukarica Železnik Svete Milutinovića ,52,2.0,VPR,3,62000,1192,Standard,22.01.2021.,Agencija
4139,Beograd Opština Savski venac Centar Birčaninova ,23,1.0,VPR,5,70000,3043,Standard,22.01.2021.,Agencija
4140,Beograd Opština Vračar Hram svetog Save Svetozara Gligorića ,97,4.0,I,4,290000,2990,Standard,25.01.2021.,Agencija
4141,Beograd Opština Voždovac Medaković 1 Brane Ćosića ,47,1.0,IV,4,56000,1191,Standard,22.01.2021.,Agencija
4142,Beograd Opština Voždovac Farmaceutski fakultet Vojvode Stepe ,58,2.0,IV,4,72500,1250,Standard,22.01.2021.,Agencija
4143,Beograd Opština Voždovac Farmaceutski fakultet Vojvode Stepe ,76,2.5,IV,4,95000,1250,Standard,22.01.2021.,Agencija
4144,Beograd Opština Stari grad Centar Nušićeva ,28,1.0,,,80000,2857,Standard,22.01.2021.,Agencija
4145,Beograd Opština Čukarica Julino brdo Marine Veličković ,47,1.5,I,5,75000,1596,Standard,22.01.2021.,Agencija
4146,Beograd Opština Voždovac Darvinova pošta Darvinova ,62,2.0,I,6,102000,1645,Standard,26.01.2021.,Agencija
4147,Beograd Opština Palilula Palilulska pijaca Stanoja Glavaša ,62,3.0,II,3,140000,2258,Standard,25.01.2021.,Agencija
4148,Beograd Opština Novi Beograd Blok 22 Bulevar Zorana Đinđića ,51,1.5,VII,7,99000,1941,Standard,25.01.2021.,Agencija
4149,Beograd Opština Zemun Gornji grad Alaska ,48,2.0,PR,2,83100,1731,Standard,27.01.2021.,Agencija
4150,Beograd Opština Zemun Gornji grad Alaska ,62,3.0,PR,2,106900,1724,Standard,27.01.2021.,Agencija
4151,Beograd Opština Zemun Gornji grad Alaska ,72,3.5,I,2,123900,1721,Standard,27.01.2021.,Agencija
4152,Beograd Opština Zemun Gornji grad Alaska ,58,2.5,PR,2,100100,1726,Standard,27.01.2021.,Agencija
4153,Beograd Opština Vračar Kalenić pijaca Mileševska ,48,1.5,PR,5,122000,2542,Standard,25.01.2021.,Agencija
4154,Beograd Opština Novi Beograd Blok 61 Vojvođanska ,60,2.0,IV,4,99900,1665,Standard,25.01.2021.,Agencija
4155,Beograd Opština Zemun Centar Miroslava Tirša ,82,3.0,I,3,185000,2256,Standard,27.01.2021.,Agencija
4156,Beograd Opština Vračar Crveni krst Vojvode Petka ,52,2.0,VPR,4,123000,2365,Standard,27.01.2021.,Agencija
4157,Beograd Opština Savski venac Dedinje Miloja Đaka  ,130,4.0,VPR,3,260000,2000,Standard,25.01.2021.,Agencija
4158,Beograd Opština Palilula Mašinski fakultet Ivankovačka ,111,4.0,VPR,6,189000,1703,Standard,25.01.2021.,Agencija
4159,Beograd Opština Voždovac Autokomanda Borisavljevićeva ,75,3.0,III,4,156750,2090,Standard,27.01.2021.,Agencija
4160,Beograd Opština Zvezdara Mirijevo Radmile Savićević ,64,2.5,PR,4,52000,812,Standard,27.01.2021.,Agencija
4161,Beograd Opština Novi Beograd Bežanijska kosa 2 Nedeljka Gvozdenovića ,91,3.5,VPR,6,150000,1648,Standard,25.01.2021.,Agencija
4162,Beograd Opština Zvezdara Mirijevo Lazara Trifunovića ,50,2.5,PR,4,49999,1000,Standard,25.01.2021.,Agencija
4163,Beograd Opština Zemun Retenzija Klare Cetkin ,46,1.0,VPR,4,100000,2174,Standard,25.01.2021.,Agencija
4164,Beograd Opština Stari grad Studentski trg Simina ,27,1.5,I,4,92000,3407,Standard,25.01.2021.,Agencija
4165,Beograd Opština Palilula Karaburma Vojvode Micka Krstića ,41,1.5,V,7,79000,1927,Standard,25.01.2021.,Agencija
4166,Beograd Opština Voždovac Voždovačka crkva Kralja Vladimira ,84,4.0,I,2,137000,1631,Standard,26.01.2021.,Agencija
4167,Beograd Opština Vračar Južni bulevar Braće Radovanović ,49,2.0,I,3,94000,1918,Standard,26.01.2021.,Agencija
4168,Beograd Opština Voždovac Šumice Ljermontova ,77,3.0,XVII,18,120000,1558,Standard,26.01.2021.,Agencija
4169,Beograd Opština Stari grad Kalemegdan Dunavska ,120,4.0,V,9,419900,3499,Standard,25.01.2021.,Agencija
4170,Beograd Opština Zvezdara Đeram pijaca Branka Krsmanovića  ,60,2.0,II,4,119000,1983,Standard,25.01.2021.,Agencija
4171,Beograd Opština Voždovac Medaković 3 Ignjata Stanimirovića ,52,2.5,II,3,54900,1056,Standard,27.01.2021.,Agencija
4172,Beograd Opština Vračar Kalenić pijaca Požarevačka ,115,4.0,I,3,299000,2600,Standard,27.01.2021.,Agencija
4173,Beograd Opština Voždovac Medaković 3 Ignjata Stanimirovića ,52,2.5,III,3,54900,1056,Standard,27.01.2021.,Agencija
4174,Beograd Opština Zvezdara Konjarnik Rudo ,73,2.0,I,27,85000,1164,Standard,27.01.2021.,Agencija
4175,Beograd Opština Novi Beograd Blok 37 Bulevar Arsenija Čarnojevića ,72,2.5,X,15,122000,1694,Standard,27.01.2021.,Agencija
4176,Beograd Opština Voždovac Lekino brdo Tetovska ,75,3.0,I,3,130000,1733,Standard,27.01.2021.,Agencija
4177,Beograd Opština Vračar Krunska Krunska ,136,4.5,VPR,2,482800,3550,Standard,27.01.2021.,Agencija
4178,Beograd Opština Voždovac Braće Jerković Vojvode Vlahovića ,70,1.5,PR,4,81000,1157,Standard,27.01.2021.,Agencija
4179,Beograd Opština Vračar Crveni krst Cerska ,79,3.5,I,3,185000,2342,Standard,27.01.2021.,Agencija
4180,Beograd Opština Voždovac Trošarina Vojvode Stepe ,51,3.0,VIII,9,92000,1804,Standard,27.01.2021.,Agencija
4181,Beograd Opština Savski venac Klinički centar Miloša Pocerca ,71,3.0,V,6,135000,1901,Standard,27.01.2021.,Agencija
4182,Beograd Opština Voždovac Medaković 3 Borivoja Stevanovića ,80,3.5,VII,8,105000,1312,Standard,27.01.2021.,Agencija
4183,Beograd Opština Palilula Hadžipopovac Albanske spomenice ,55,2.5,PR,15,99999,1818,Standard,27.01.2021.,Agencija
4184,Beograd Opština Zvezdara Konjarnik Bulevar kralja Aleksandra ,91,3.0,V,6,155000,1703,Standard,27.01.2021.,Agencija
4185,Beograd Opština Zvezdara Lipov lad Kulina bana ,45,2.5,,,65000,1444,Standard,27.01.2021.,Agencija
4186,Beograd Opština Voždovac Šumice Jasenička ,108,3.0,PR,7,250000,2315,Standard,27.01.2021.,Agencija
4187,Beograd Opština Zemun Pregrevica Pregrevica ,56,2.0,I,2,110880,1980,Standard,27.01.2021.,Agencija
4188,Beograd Opština Voždovac Lekino brdo Trebinjska ,43,2.0,PR,1,57000,1326,Standard,27.01.2021.,Agencija
4189,Beograd Opština Zemun Pregrevica Pregrevica ,58,3.0,VPR,3,114840,1980,Standard,27.01.2021.,Agencija
4190,Beograd Opština Palilula Centar Hvarska ,40,1.5,PSUT,3,52000,1300,Standard,27.01.2021.,Agencija
4191,Beograd Opština Novi Beograd Bežanijska kosa 1 Marka Čelebonovića ,95,3.5,VI,7,148000,1558,Standard,27.01.2021.,Agencija
4192,Beograd Opština Zemun Centar gospodska ,44,2.0,PR,2,71900,1634,Standard,27.01.2021.,Agencija
4193,Beograd Opština Zvezdara Zeleno brdo Lošinjska ,18,0.5,PR,7,35700,1983,Standard,27.01.2021.,Agencija
4194,Beograd Opština Zvezdara Vukov Spomenik Ruzveltova ,36,1.5,I,2,57000,1583,Standard,27.01.2021.,Agencija
4195,Beograd Opština Stari grad Dorćol Venizelosova ,107,4.0,VI,6,294250,2750,Standard,27.01.2021.,Agencija
4196,Beograd Opština Stari grad Terazije Nušićeva ,30,1.0,I,5,99000,3300,Standard,27.01.2021.,Agencija
4197,Beograd Opština Zvezdara Vukov Spomenik Bulevar Kralja Aleksandra ,40,2.0,VPR,5,99000,2475,Standard,11.02.2021.,Agencija
4198,Beograd Opština Voždovac Lekino brdo Mažuranićeva ,64,2.0,III,4,102000,1594,Standard,29.01.2021.,Agencija
4199,Beograd Opština Zemun Altina Ugrinovački put 19. deo ,40,1.5,PR,4,42000,1050,Standard,29.01.2021.,Agencija
4200,Beograd Opština Palilula Tašmajdan Vladetina ,50,2.0,IV,5,107777,2156,Standard,29.01.2021.,Agencija
4201,Beograd Opština Novi Beograd Blok 63 Vojvođanska ,66,2.5,II,4,125000,1894,Standard,29.01.2021.,Agencija
4202,Beograd Opština Čukarica Bele vode Milana Munjasa ,43,2.5,PR,2,54900,1277,Standard,29.01.2021.,Agencija
4203,Beograd Opština Novi Beograd Blok 63 Gandijeva ,43,1.0,XI,13,77500,1802,Standard,29.01.2021.,Agencija
4204,Beograd Opština Palilula Hadžipopovac Nikodima Milaša ,122,4.0,II,3,179900,1475,Standard,29.01.2021.,Agencija
4205,Beograd Opština Rakovica Kanarevo brdo Kanarevo brdo ,110,3.5,IV,4,100000,909,Standard,29.01.2021.,Agencija
4206,Beograd Opština Voždovac Trošarina Vojvode Stepe ,57,2.5,VIII,8,102600,1800,Standard,29.01.2021.,Agencija
4207,Beograd Opština Voždovac Trošarina Vojvode Stepe ,66,3.0,VIII,8,113400,1718,Standard,29.01.2021.,Agencija
4208,Beograd Opština Voždovac Trošarina Vojvode Stepe ,86,3.0,VIII,8,154800,1800,Standard,29.01.2021.,Agencija
4209,Beograd Opština Vračar Crveni krst Bregalnička ,87,4.0,PR,4,230000,2644,Standard,29.01.2021.,Agencija
4210,Beograd Opština Novi Beograd Blok 61 Dušana Vukasovića ,63,2.5,PR,5,109000,1730,Standard,27.01.2021.,Agencija
4211,Beograd Opština Voždovac Lekino brdo Đoke Krstića ,40,2.0,,,52900,1322,Standard,27.01.2021.,Agencija
4212,Beograd Opština Zemun Pregrevica Pregrevica ,238,5.0,II,2,471240,1980,Standard,27.01.2021.,Agencija
4213,Beograd Opština Zvezdara Lipov lad Golubačka ,100,2.0,IV,4,190000,1900,Standard,27.01.2021.,Agencija
4214,Beograd Opština Vračar Kalenić pijaca Novopazarska ,79,3.0,II,5,248850,3150,Standard,29.01.2021.,Agencija
4215,Beograd Opština Vračar Kalenić pijaca Novopazarska ,66,3.0,I,5,207900,3150,Standard,29.01.2021.,Agencija
4216,Beograd Opština Vračar Kalenić pijaca Novopazarska ,78,3.0,I,5,245700,3150,Standard,29.01.2021.,Agencija
4217,Beograd Opština Vračar Kalenić pijaca Novopazarska ,123,4.0,III,5,387450,3150,Standard,29.01.2021.,Agencija
4218,Beograd Opština Novi Beograd Blok 34 (Carina - Studentski grad) Bulevar Zorana Đinđića ,38,1.0,VPR,6,77000,2026,Standard,27.01.2021.,Agencija
4219,Beograd Opština Zvezdara Đeram pijaca Đevđelijska ,79,3.0,II,5,173976,2202,Standard,27.01.2021.,Agencija
4220,Beograd Opština Zvezdara Đeram pijaca Đevđelijska ,79,3.0,I,5,172236,2180,Standard,29.01.2021.,Agencija
4221,Beograd Opština Zvezdara Đeram pijaca Đevđelijska ,68,2.5,I,5,161955,2382,Standard,29.01.2021.,Agencija
4222,Beograd Opština Zvezdara Đeram pijaca Đevđelijska ,52,2.0,PR,5,103811,1996,Standard,27.01.2021.,Agencija
4223,Beograd Opština Novi Beograd Blok 62 Nehruova ,70,2.5,VPR,6,83000,1186,Standard,27.01.2021.,Agencija
4224,Beograd Opština Palilula Karaburma Srnetička ,76,2.0,PR,4,84000,1105,Standard,29.01.2021.,Agencija
4225,Beograd Opština Novi Beograd Stari Merkator Bulevar Mihajla Pupina ,113,4.0,IV,8,219000,1938,Standard,29.01.2021.,Agencija
4226,Beograd Opština Zvezdara Mirijevo Mirijevski venac ,60,2.0,II,11,69000,1150,Standard,29.01.2021.,Agencija
4227,Beograd Opština Palilula Padinska skela Glogonjski rit ,51,2.0,II,2,25000,490,Standard,27.01.2021.,Agencija
4228,Beograd Opština Vračar Hram svetog Save Patrijarha Varnave ,42,1.5,VPR,4,128000,3048,Standard,29.01.2021.,Agencija
4229,Beograd Opština Savski venac Beograd na vodi Simfonija 2 ,86,2.0,IX,16,270888,3150,Standard,28.01.2021.,Agencija
4230,Beograd Opština Savski venac Ekonomski fakultet Gavrila Pricipa ,63,2.5,II,3,109000,1730,Standard,11.02.2021.,Agencija
4231,Beograd Opština Zvezdara Gradska bolnica Preševska ,57,2.5,VPR,5,85000,1491,Standard,11.02.2021.,Agencija
4232,Beograd Opština Palilula Centar Porečka ,51,2.0,I,5,114500,2245,Standard,11.02.2021.,Agencija
4233,Beograd Opština Voždovac Medaković 3 Braće Srnić ,79,3.5,VPR,8,86900,1100,Standard,11.02.2021.,Agencija
4234,Beograd Opština Palilula Cvijićeva Vojvode Vuka ,51,2.5,I,1,88500,1735,Standard,11.02.2021.,Agencija
4235,Beograd Opština Palilula Botanička bašta Takovska ,66,2.0,,,127500,1932,Standard,11.02.2021.,Agencija
4236,Beograd Opština Čukarica Rušanj Oslobođenja I deo ,47,1.5,VPR,2,37600,800,Standard,11.02.2021.,Agencija
4237,Beograd Opština Stari grad Skadarlija ,115,4.0,I,6,240000,2087,Standard,11.02.2021.,Agencija
4238,Beograd Opština Zvezdara Slavujev venac ,87,3.0,III,4,156000,1793,Standard,11.02.2021.,Agencija
4239,Beograd Opština Novi Beograd Blok 64 Gandijeva ,32,1.0,I,5,57700,1803,Standard,11.02.2021.,Agencija
4240,Beograd Opština Rakovica Centar SLAVKA RODICA ,34,1.5,III,3,49000,1441,Standard,11.02.2021.,Agencija
4241,Beograd Opština Zvezdara Veliki Mokri Lug Cvetanova ćuprija ,88,3.5,II,2,99000,1125,Standard,11.02.2021.,Agencija
4242,Beograd Opština Savski venac Savski trg - Pristanište Savski trg ,51,1.5,V,5,120000,2353,Standard,11.02.2021.,Agencija
4243,Beograd Opština Zvezdara Mirijevo Aleksandra Belića ,94,4.0,IV,5,123000,1309,Standard,11.02.2021.,Agencija
4244,Beograd Opština Čukarica Banovo brdo Toše Jovanovića ,43,1.0,VPR,6,77000,1791,Standard,11.02.2021.,Agencija
4245,Beograd Opština Voždovac Trošarina Crnotravska ,80,3.0,VIII,13,98000,1225,Standard,11.02.2021.,Agencija
4246,Beograd Opština Novi Beograd Blok 62 Dušana Vukasovića ,65,2.5,VPR,14,95000,1462,Standard,11.02.2021.,Agencija
4247,Beograd Opština Čukarica Žarkovo Repiška ,49,1.5,PR,8,70000,1429,Standard,01.02.2021.,Agencija
4248,Beograd Opština Stari grad Gundulićev venac Budimska ,31,1.0,PR,1,61900,1997,Standard,11.02.2021.,Agencija
4249,Beograd Opština Zemun Prvomajska Prvomajska ,85,4.0,PR,12,106000,1247,Standard,11.02.2021.,Agencija
4250,Beograd Opština Zvezdara Lion Kladovska ,32,1.0,III,4,47900,1497,Standard,11.02.2021.,Agencija
4251,Beograd Opština Zvezdara Konjarnik MILICA RAKICA ,66,3.0,I,6,90000,1364,Standard,11.02.2021.,Agencija
4252,Beograd Opština Zemun Gornji grad Pregrevica ,43,2.0,,,45000,1047,Standard,11.02.2021.,Agencija
4253,Beograd Opština Zemun Retenzija Klare Cetkin ,47,1.0,VPR,4,100000,2128,Standard,11.02.2021.,Agencija
4254,Beograd Opština Zemun Centar Štrosmajerova ,38,1.5,II,2,53000,1395,Standard,11.02.2021.,Agencija
4255,Beograd Opština Savski venac Beograd na vodi Hercegovačka ,11061,3.0,VII,17,332888,3010,Standard,11.02.2021.,Agencija
4256,Beograd Opština Savski venac Centar Sarajevska ,103,3.5,II,5,205000,1990,Standard,11.02.2021.,Agencija
4257,Beograd Opština Stari grad Atelje 212 Svetogorska ,35,1.5,XI,13,106000,3029,Standard,11.02.2021.,Agencija
4258,Beograd Opština Čukarica Vodovodska Vojislava Lubarde  ,40,1.5,VPR,1,45850,1146,Standard,11.02.2021.,Agencija
4259,Beograd Opština Čukarica Vodovodska Vojislava Lubarde  ,70,3.0,VPR,1,79900,1141,Standard,11.02.2021.,Agencija
4260,Beograd Opština Čukarica Vodovodska Vojislava Lubarde  ,71,2.0,SUT,1,81300,1145,Standard,11.02.2021.,Agencija
4261,Beograd Opština Stari grad Centar Uskočka ,83,4.0,II,4,284900,3433,Standard,11.02.2021.,Agencija
4262,Beograd Opština Novi Beograd Blok 70 (kineski tržni centar) Jurija Gagarina ,58,2.0,II,15,115000,1983,Standard,11.02.2021.,Agencija
